"用例编号","所属产品","所属模块","相关需求","用例标题","前置条件","步骤","预期","实际情况","关键词","优先级","用例类型","适用阶段","用例状态","B","R","S","结果","由谁创建","创建日期","最后修改者","修改日期","用例版本","相关用例"
"19611","深度安装器(#12)","/硬盘分区/硬盘分区/分区编辑(#5210)","","分区编辑-取消","安装进入到选择安装位置界面","1. 选择安装位置界面，点击‘高级’
2. 选中分区，点击分区行右边的‘编辑’图标
3. 修改分区挂载点和分区文件系统，点击‘取消’按钮，查看编辑的分区","1. 进入到高级模式
2. 可以进入到磁盘编辑界面
3. 返回到高级界面，且分区未被修改","1. 
2. 
3.","","2","功能测试","","正常","0","3","3","通过","刘文","2019-07-31","刘文","2019-10-08","1","",""
"19610","深度安装器(#12)","/硬盘分区/硬盘分区/分区编辑(#5210)","","分区格式化选项","安装器进入到选择安装位置界面","1. 选择安装位置界面，点击‘高级’
2. 选中分区，点击分区行右边的‘编辑’图标，进入到磁盘编辑界面
3. 选择挂载点为‘/’，‘boot’，‘var’，‘tmp’，‘usr/local’的时候是否会默认勾选格式化选项
4. 选择文件系统为swap和EFI，是否有格式化选项
5. 选择其它挂载点和其它文件系统时，是否可以手动勾选格式化选项
6. 选择挂载点为‘/’，文件系统为‘Ext4’，勾选格式化选项，点击确定按钮","1. 进入到高级模式
2. 可以进入到磁盘编辑界面
3. 默认勾选格式化选项且无法取消勾选，其他挂载点的格式化默认没有勾选
4. EFI分区默认勾选格式话选项，swap没有格式化选项
5. 可以手动勾选格式化选项
6. 修改分区设置后返回到高级模式界面","1. 
2. 
3. 
4. 
5. 
6.","","2","功能测试","","正常","0","3","6","通过","刘文","2019-07-31","刘文","2019-10-08","2","",""
"19609","深度安装器(#12)","/硬盘分区/硬盘分区/分区编辑(#5210)","","更改文件系统为swap分区","1.分区文件系统不为是swap；
2.安装进入选择安装位置界面","1. 选择安装位置界面，点击‘高级’
2. 选中分区，点击分区行右边的‘编辑分区’图标，进入磁盘编辑界面，更改文件系统为swap
3. 在其它分区安装系统，系统安装完成之后重启系统，登陆系统，终端输入：cat /proc/swaps 查看是否为更改文件系统的的分区","1. 进入高级模式
2. 可以进入磁盘编辑界面，更改文件系统成功
3. 查看为更改文件系统的分区","1. 
2. 
3.","","2","功能测试","","正常","0","3","3","通过","刘文","2019-07-31","刘文","2019-10-08","1","",""
"19608","深度安装器(#12)","/硬盘分区/硬盘分区/分区编辑(#5210)","","更改分区挂载点","安装进入到选择安装位置界面；","1. 选择安装位置界面，点击‘高级’
2. 选中分区为opt的分区，点击分区行右边你的‘编辑分区’图标
3. 更改分区挂载点为home，点击确定
4. 正常安装系统，安装完成重启后，使用命令df -Th查看","1. 进入高级模式
2. 进入磁盘编辑界面
3. 返回到高级模式界面下，界面显示分区挂载点为/home
4. 可以查询到更改的/home挂载点信息","1. 
2. 
3. 
4.","","2","功能测试","","正常","0","3","4","通过","刘文","2019-07-31","刘文","2019-10-08","1","",""
"19607","深度安装器(#12)","/硬盘分区/硬盘分区/分区编辑(#5210)","","分区图标文件系统不可更改","安装进入选择安装位置界面","1. 选择安装位置界面，点击‘高级’
2. 选中分区，点击分区行右边的‘编辑图标’按钮
3. 更改分区文件系统","1. 进入高级模式
2. 进入到磁盘编辑界面
3. 分区图标上的文件系统不会更改","1. 
2. 
3.","","2","功能测试","","正常","0","3","3","通过","刘文","2019-07-31","刘文","2019-10-08","1","",""
"19604","深度安装器(#12)","/硬盘分区/硬盘分区/分区编辑(#5210)","","默认文件系统类型","安装进入到选择安装位置界面","1. 选择安装位置界面，点击‘高级’
2. 任选一使用的分区，查看其默认文件系统类型","1. 进入高级模式
2. 默认文件系统类型为Ext4","1. 
2.","","2","功能测试","","正常","0","3","2","通过","刘文","2019-07-31","刘文","2019-10-08","1","",""
"19603","深度安装器(#12)","/硬盘分区/硬盘分区/分区编辑(#5210)","","分区编辑界面内容显示","安装进入选择安装位置界面","1. 选择安装位置界面，点击‘高级’
2. 选中分区，点击分区行右边的‘编辑分区’按钮

3. 查看界面显示内容","1. 进入高级模式
2. 进入磁盘编辑界面
3. 界面内容显示如下：
1.标题；
2.提示信息；
3.分区图标；
4.分区卷标（分区路径） 使用容量/分区总容量；
5.分区使用容量图标；
6.分割线；
7.文件系统选择框；
8.挂载点选择框；
9.格式化分区选项；
10.取消按钮；
11.确定按钮
分区图标会显示分区系统的logo，若检测不到就不显示系统","1. 
2. 
3.","","2","功能测试","","正常","0","3","3","通过","刘文","2019-07-31","刘文","2019-10-08","1","",""
"19601","深度安装器(#12)","/硬盘分区/硬盘分区/新建分区(#5209)","","默认分区挂载点","安装进入到选择安装位置界面","1. 选择安装位置界面，点击‘高级’
2. 选择空白分区，点击‘编辑’图标
3. 查看界面中挂载点的默认选项","1. 进入高级模式
2. 进入到新建分区界面
3. 分区挂载点默认不要选择","1. 
2. 
3.","","2","功能测试","","正常","0","3","3","通过","刘文","2019-07-31","刘文","2019-10-08","1","",""
"19600","深度安装器(#12)","/硬盘分区/硬盘分区/新建分区(#5209)","","EFI分区的创建","安装进入到选择安装位置界面","1. 选择安装位置界面，点击‘高级’
2. 选择空白分区，点击‘编辑’图标
3. 设置文件系统类型为‘EFI’，点击‘创建’按钮
4. 手动调节EFI分区大小为100M，然后回车
5. 手动调节EFI分区大小为500M，然后回车","1. 进入高级模式
2. 进入到新建分区界面
3. 文件类型设置成功，分区大小默认设置为‘300M’，创建后返回到高级模式
4. EFI分区不允许调整到300M一下
调整小于300M时，会自动上调到300M
5. 可以正常调整为500M","1. 
2. 
3. MSDOS没有EFI
4. 
5.","","2","功能测试","","正常","0","2","5","通过","刘文","2019-07-31","刘文","2019-10-08","2","",""
"19599","深度安装器(#12)","/硬盘分区/硬盘分区/新建分区(#5209)","","分区创建-取消","安装进入到选择安装位置界面","1. 选择安装位置界面，点击‘高级’
2. 选中空白分区，点击‘编辑’图标
3. 设置大小为1G，其它默认设置，点击‘取消’按钮","1. 进入高级模式
2. 进入到新建分区界面
3. 返回到高级模式且在列表中不会出现创建的分区","1. 
2. 
3.","","2","功能测试","","正常","0","3","3","通过","刘文","2019-07-31","刘文","2019-10-08","1","",""
"19598","深度安装器(#12)","/硬盘分区/硬盘分区/新建分区(#5209)","","分区创建-拖拽新建","安装进入到选择安装位置界面","1. 选择安装位置界面，点击‘高级’
2. 选中空白分区，点击‘编辑’图标
3. 拖动进度条设置大小为1G，其它默认设置，点击‘创建’按钮","1. 进入高级模式
2. 进入到新建分区界面
3. 返回到高级模式且在列表中出现创建的1G分区","1. 
2. 
3.","","2","功能测试","","正常","0","3","3","通过","刘文","2019-07-31","刘文","2019-10-08","2","",""
"19596","深度安装器(#12)","/硬盘分区/硬盘分区/新建分区(#5209)","","分区挂载点的设置","安装器已经到选择安装位置界面","1. 选择安装位置位置界面，点击‘高级’
2. 选择空白分区，点击‘编辑’图标，进入到新建分区界面，点击挂载点下拉列表，分别选择“/”、“/boot”、“/home”、“/tmp”、“/usr”、“/var”、“/etc”、“/cache”“/usr/”，进行正常安装系统步骤
3. 系统成功安装后，重启系统，终端执行“df -T”","1. 进入到高级模式
2. 可以进入新建分区界面，创建分区成功并返回到选择安装位置界面，在选择的磁盘上可以看到设置的新分区，文件系统类型以及挂载点与设置的相同
3. 显示当前系统所在分区的挂载点与安装时设置挂载点一致","1. 
2. 
3.","","2","功能测试","","正常","0","3","3","通过","刘文","2019-07-31","刘文","2019-10-08","1","",""
"19595","深度安装器(#12)","/硬盘分区/硬盘分区/新建分区(#5209)","","添加SWAP分区","1.安装器进入到选择分区界面；
2.系统没有建立swap分区
注意：free 它只会列出当前注册到kernel上的 swap partition/ swap file.  具体swap分区可以使用swapon命令查看","1. 选择分区安装界面，点击‘高级’
2. 选择空白分区，点击‘编辑’图标，进入新建分区界面，设置文件系统类型为swap，设定分区的大小为内存的2倍，创建分区
3. 在其它分区上安装测试系统
4. 重启登陆新安装的系统，终端输入：free","1. 进入到高级模式
2. 可以进入新建分区界面，新建分区成功并返回到选择安装位置界面
3. 安装系统成功
4. 可以查看swap已经在工作","1. 
2. 
3. 
4.","","2","功能测试","","正常","0","3","4","通过","刘文","2019-07-31","刘文","2019-10-08","1","",""
"19594","深度安装器(#12)","/硬盘分区/硬盘分区/新建分区(#5209)","","分区文件系统设置","安装器进入选择分区位置界面","1. 选择安装位置界面，点击‘高级’
2. 选择空白分区，点击‘新建’图标，进入新建分区界面，设置文件系统为‘Ext4’，挂载点为‘/’大小为42G，其它设置默认
3. 选择空白分区，点击‘新建’图标，进入新建分区界面，设置文件系统为‘Ext3’，挂载点为‘/’大小为42G，其它设置默认
4. 选择空白分区，点击‘新建’图标，进入新建分区界面，设置文件系统为‘ext2’，挂载点为‘/’大小为42G，其它设置默认
5. 使用第2步建立的分区，安装系统，系统安装成功之后进入系统，终端输入：df -T
6. 使用第3步建立的分区，安装系统，系统安装成功之后进入系统，终端输入：df -T
7. 使用第4步建立的分区，安装系统，系统安装成功之后进入系统，终端输入：df -T","1. 进入到高级模式
2. 可以进入到新建分区界面，设置分区成功并返回到选择安装位置界面
3. 可以进入到新建分区界面，设置分区成功并返回到选择安装位置界面
4. 可以进入到新建分区界面，设置分区成功并返回到选择安装位置界面
5. 可以查看到分区文件系统类型
6. 可以查看到分区文件系统类型
7. 可以查看到分区文件系统类型","1. 
2. 
3. 
4. 
5. 
6. 
7.","","2","功能测试","","正常","0","3","7","通过","刘文","2019-07-31","刘文","2019-10-08","2","",""
"19593","深度安装器(#12)","/硬盘分区/硬盘分区/新建分区(#5209)","","分区位置设置","安装器进入到选择安装位置界面","1. 选择安装界面。选择‘高级’
2. 选择空白分区，点击‘新建’图标，进入新建分区界面，选择分区位置为‘起点’，大小为‘1G’，其它设置默认
3. 选择分区，点击‘新建’图标，进入新建分区界面，选择分区位置为‘终点’，大小为‘1G’，其它设置默认","1. 进入到高级模式
2. 可以进入新建分区界面，新建分区成分，返回到高级模式界面，新建的分区列表位子在空白分区上面
3. 可以进入新建分区界面，新建分区成分，返回到高级模式界面，新建的分区列表位子在空白分区下面","1. 
2. 
3.","","2","功能测试","","正常","0","3","3","通过","刘文","2019-07-31","刘文","2019-10-08","2","",""
"19592","深度安装器(#12)","/硬盘分区/硬盘分区/新建分区(#5209)","","msdos新建分区警告","1.测试机硬盘为msdos；
2.安装进入到分区设置界面","1. 选择安装界面，点击‘高级’
2. 在磁盘上面新建4个主分区之后，再次新建分区
3. 删除一个主分区之后，再次新建一个逻辑分区
4. 删除磁盘上面的所有分区，然后新建2个分区，1个逻辑分区和一个主分区，然后再次新建分区
5. 删除逻辑分区之后的主分区，然后新建一个逻辑分区","1. 进入到高级模式界面
2. 界面跳转到分区警告界面，提示用户需要删除主分区才能新建分区
3. 没有出现分区警告
4. 新建分区页的类型里只显示一个主分区
5. 没有出现分区警告","1. 
2. 
3. 
4. 
5.","","2","功能测试","","正常","0","4","5","通过","刘文","2019-07-31","刘文","2019-10-08","3","",""
"19591","深度安装器(#12)","/硬盘分区/硬盘分区/新建分区(#5209)","","分区类型设置-gpt","1.测试机硬盘格式为gpt
2.安装器进入到选择安装位置界面","1. 选择安装界面，点击‘高级’
2. 新建分区，进入新建分区界面，查看分区类型选项
3. 新建分区，选择分区为主分区
4. 使用第3步建立的分区，安装系统，系统安装成功之后进入系统，终端输入：fdisk -l
5. 在GPT磁盘分区下，查看分区选项","1. 进入高级模式
2. 分区类型中只有‘主分区’选择
3. 主分区成功
4. 可以查看到分区类型
5. 在GPT分区下，没有逻辑分区选项","1. 同方设备为MSDOS格式
2. 
3. 
4. 
5.","","2","功能测试","","正常","0","2","5","通过","刘文","2019-07-31","刘文","2019-10-08","2","",""
"19590","深度安装器(#12)","/硬盘分区/硬盘分区/新建分区(#5209)","","分区类型设置-msdos","1.测试机硬盘格式为msdos
2.安装器进入到选择安装位置界面","1. 选择安装界面，点击‘高级’
2. 新建分区，进入新建分区界面，查看分区类型选项
3. 新建分区，设置分区类型为‘主分区’，设置大小‘42G’，挂载点为‘/’，点击新建按钮
4. 新建4个分区类型为主分区的分区之后，再次建立新的主分区
5. 点击返回按钮，返回到高级模式界面，删除一个主分区后新建一个分区，选择分区为逻辑分区
6. 使用第3步建立的分区，安装系统，系统安装成功之后进入系统，终端输入：fdisk -l
7. 使用第5步建立的分区，安装系统，系统安装成功之后进入系统，终端输入：fdisk -l","1. 进入高级模式
2. 分区类型中有‘主分区’和‘逻辑分区’两个选择，分区类型默认选择‘逻辑分区’
3. 新建分区成功，返回到高级模式
4. 界面跳转警告界面，提示用户已经无法建立更多分区
5. 建立逻辑分区成功
6. 可以查看到分区类型
7. 可以查看到分区类型","1. 
2. 
3. 
4. 
5. 
6. 
7. 系统启动失败","","2","功能测试","","正常","0","3","7","失败","刘文","2019-07-31","刘文","2019-10-08","2","",""
"19589","深度安装器(#12)","/硬盘分区/硬盘分区/新建分区(#5209)","","删除分区后重建分区","","1. 安装器进入到选择安装位置界面，点击‘高级’
2. 已有被使用的分区时，点击删除按钮，各分区右边展示一个‘-’，点击该按钮，可删除该分区
3. 点击‘已建分区的‘编辑’图标，进入到新建分区界面，设置文件类型为‘Ext4’，类型为‘主分区’，挂载点为‘/’，其它默认
4. 安装系统到新建的分区
5. 重启，检查系统可否正常使用，检查根分区的 sd 号、文件系统。","1. 进入高级模式界面
2. 从上往下删除时，第一行显示一个可用空间，其他分区的磁盘空间依次叠加到第一行可用空间里
从下往上删除时，删除的磁盘空间依次叠加到最后一行的可用空间里
3. 可以进入到新建分区界面，设置分区成功
4. 安装系统成功
5. 信息正确","1. 
2. 
3. 主分区/挂载点只能置于磁盘首位
4. 
5.","","2","功能测试","","正常","0","3","5","失败","刘文","2019-07-31","刘文","2019-10-08","2","",""
"19588","深度安装器(#12)","/硬盘分区/硬盘分区/新建分区(#5209)","","所有分区被占用后新建分区","","1. 进入到分区设置界面，简单模式下是否可删除分区
2. 选择高级模式选择分区删除分区
3. 高级模式下删除分区之后数据是否清零
4. 删除老分区后，是否可以新建分区，新建分区是否可以正常使用
5. 使用新建分区是否可以安装iso","1. 不可以
2. 可以删除分区
3. 数据清零
4. 可以成功新建分区
5. 可以正常安装iso","1. 
2. 
3. 
4. 
5.","","2","功能测试","","正常","0","3","5","通过","刘文","2019-07-31","刘文","2019-10-08","1","",""
"19587","深度安装器(#12)","/硬盘分区/硬盘分区/新建分区(#5209)","","初次新建分区","引导为Legacy模式","1. 选择分区中的空白分区，点击空白分区右边的“编辑”图标
2. 设置大小：50G，文件系统：Ext4，挂载点：/，其它为默认设置；点击“确定”按钮
3. 查看列表中的分区是否有新建的分区
4. 使用新创建的分区安装iso
5. 新建 / ，/opt ，/var 分区之后安装系统，查看系统显示","1. 界面进入新建分区界面
2. 界面回到分区高级模式界面
3. 列表中出现新建的分区且分区信息显示正确
4. 能够正常安装iso
5. 系统能够正常安装","1. 
2. 
3. 
4. 新建逻辑分区，安装成功后无法启动
5.","","1","功能测试","","正常","0","3","5","失败","刘文","2019-07-31","刘文","2019-10-08","2","",""
"19586","深度安装器(#12)","/硬盘分区/硬盘分区/新建分区(#5209)","","新建分区界面内容显示","","1. 选择分区中的空白分区，点击空白分区右边的“编辑”图标
2. 查看界面内容","1. 界面进入新建分区界面
2. 界面从上到下显示；
1.标题；
2.提示；
3.分区图标，显示为绿色空白图标；
4.分区类型，默认显示为主分区；
5.位置，默认选择为“起点”；
6.文件系统，默认选择为“Ext4”；
7.挂载点，默认不选择；
8.分区大小，；
9.“取消”按钮；
10.“确定”按钮","1. 
2.","","2","功能测试","","正常","0","3","2","通过","刘文","2019-07-31","刘文","2019-10-08","1","",""
"19585","深度安装器(#12)","/硬盘分区/安装模式/高级模式(#5202)","","分区的删除","","1. 进入到分区设置界面，点击“高级”标签
2. 点击界面底部右边的“删除”文字按钮
3. 点击其中一个分区右边的“-”按钮，再点击界面底部右边的“完成”按钮
4. 在高级模式中，删除所有分区后，然后新建一个分区，再编辑新建的分区","1. 进入到高级模式
2. 所有列表右边都会显示“-”删除按钮，界面底部的按钮的文字由“删除”变为“完成”
3. 列表右边的删除按钮全部消失，并且删除的对应行会从列表中去除
4. 可以正常的编辑新建的分区","1. 
2. 
3. 
4.","","1","功能测试","","正常","0","4","4","通过","刘文","2019-07-31","刘文","2019-10-08","3","",""
"19582","深度安装器(#12)","/硬盘分区/安装模式/高级模式(#5202)","","空白分区能否被新建","","1. 进入到分区设置界面，选择“高级”标签
2. 选择空白分区，点击空白分区右边的“编辑”图标
3. 任意选中一个空白分区，然后点击开始安装","1. 进入到高级模式界面
2. 界面跳转到新建分区界面
3. 提示添加一个根分区才能继续安装","1. 
2. 
3.","","1","功能测试","","正常","0","4","3","通过","刘文","2019-07-31","刘文","2019-10-08","3","",""
"19581","深度安装器(#12)","/硬盘分区/安装模式/高级模式(#5202)","","分区格式化标记","","1. 进入到分区设置界面，选择“高级”标签
2. 选择一个分区，点击“编辑分区”按钮并勾选“格式化”","1. 进入到高级模式界面
2. 在选中的分区的这一行显示有黄色的“将被格式化”文字","1. 
2.","","2","功能测试","","正常","0","4","2","通过","刘文","2019-07-31","刘文","2019-10-08","1","",""
"19580","深度安装器(#12)","/硬盘分区/安装模式/高级模式(#5202)","","分区选中后图标变化","","1. 进入到分区设置界面，默认选择为“全盘安装”
2. 选择需要安装系统的分区
3. 点击开始安装按钮","1. 界面正常显示标题、提示、高级和全盘安装标签、硬盘下分区的相关显示以及开始安装按钮，标签选择为“全盘安装”
2. 1.磁盘图标由绿底变为黄底；
2.磁盘图标底部有黄色提示“安装到此”的提示信息
3. 选择的磁盘会使用默认分区配置，进入“准备安装”界面","1. 
2. 
3.","","2","功能测试","","正常","0","4","3","通过","刘文","2019-07-31","刘文","2019-10-08","2","",""
"19579","深度安装器(#12)","/硬盘分区/安装模式/高级模式(#5202)","","高级模式界面显示内容","","1. 安装Linux系统和window7系统到不同的分区
2. 重启系统，使用安装盘安装系统，进入到分区设置界面,进入到分区设置界面，点击“高级”标签
3. 查看列表中分区显示的内容
4. 高级分区模式下，查看界面所有分区名称显示
5. 在高级分区界面，查看磁盘分区显示","1. 安装系统成功
2. 1.显示标题、提示、简单和高级标签；
2.若测试机有多于1块硬盘，则显示每块顶部标题以“硬盘名称 容量（磁盘路径）”的方式展示，下面以列表展示不同分区的信息
3. 1.分区系统的logo；
2.分区图标；
3.分区卷标 （分区路径）和对应分区的系统名称；
4.使用容量/分区总容量；
5.分区使用容量图形化进度条；
6.挂载点；
7.分区格式；
8.分区编辑按钮；
9.界面底部左侧有“修改引导器（当前引导器路径）”按钮；
若分区的系统无法识别，则不显示系统logo，若分区没有卷标，则只显示分区路径
4. 所有名称显示正常，没有被遮掩
5. 磁盘分区显示正常，没有出现盘符相同的情况","1. 
2. 
3. 
4. 
5.","","2","功能测试","","正常","1","4","5","通过","刘文","2019-07-31","刘文","2019-10-08","5","",""
"19557","深度安装器(#12)","/(#0)","","ROOT密码","","1. 点击ROOT密码按钮，查看界面显示
2. 查看界面显示
3. 查看Root密码提示信息显示
4. 在Root密码中输入：1，查看界面显示
5. 在确认输入框中输入：2，点击完成按钮
6. 在确认输入框中输入：1，此案及完成按钮","1. 会自动进入ROOT密码设置界面
2. 会有提示信息、Root密码、确认密码、密码复杂度
3. 显示：root账户用于管理系统。为root用户输入密码。
4. 输入成功，密码复杂度显示为低
5. 会提示：两次输入的密码不一致
6. Root密码设置成功","1. 
2. 
3. 
4. 
5. 
6.","","1","功能测试","","正常","0","0","6","","刘文","2019-07-30","刘文","2019-10-08","1","",""
"15047","深度安装器(#12)","/兼容性处理/双系统安装(#5331)","","linux+win10","电脑里面存在一个win10的系统，然后再安装一个deepin系统","1. 使用制作好的U盘启动盘安装系统，在分区设置时新建分区，不删除原来的分区
2. 系统安装完成之后，重启系统，查看grub界面的系统选项","1. 可以在新建分区中正常安装系统
2. 新安装额系统排在最上面且每个系统选择进入","1. 
2.","","2","功能测试","","正常","0","2","2","通过","刘文","2019-07-18","刘文","2019-10-08","1","",""
"15046","深度安装器(#12)","/兼容性处理/双系统安装(#5331)",""," linux+win8","电脑里面存在一个win8的系统，然后再安装一个deepin系统","1. 使用制作好的U盘启动盘安装系统，在分区设置时新建分区，不删除原来的分区
2. 系统安装完成之后，重启系统，查看grub界面的系统选项","1. 可以在新建分区中正常安装系统
2. 新安装额系统排在最上面且每个系统选择进入","1. 
2.","","2","功能测试","","正常","0","2","2","通过","刘文","2019-07-18","刘文","2019-10-08","1","",""
"15044","深度安装器(#12)","/兼容性处理/双系统安装(#5331)","","linux+win7","电脑里面存在一个win7的系统，然后再安装一个deepin系统","1. 使用制作好的U盘启动盘安装系统，在分区设置时新建分区，不删除原来的分区
2. 系统安装完成之后，重启系统，查看grub界面的系统选项","1. 可以在新建分区中正常安装系统
2. 新安装额系统排在最上面且每个系统选择进入","1. 
2.","","2","功能测试","","正常","0","3","2","通过","刘文","2019-07-18","刘文","2019-10-08","1","",""
"15043","深度安装器(#12)","/兼容性处理/双系统安装(#5331)","","deepin+deepin","电脑里面存在一个deepin的系统，然后再安装一个deepin系统","1. 使用制作好的U盘启动盘安装系统，在分区设置时新建分区，不删除原来的分区
2. 系统安装完成之后，重启系统，查看grub界面的系统选项","1. 可以在新建分区中正常安装系统
2. 新安装额系统排在最上面且每个系统选择进入","1. 
2. 清华同方设备需修改grub引导","","2","功能测试","","正常","0","3","2","通过","刘文","2019-07-18","刘文","2019-10-08","1","",""
"15021","深度安装器(#12)","/极端情况下交互引导/最大和最小分辨率显示屏(#5324)","","最大分辨率的安装","外接一个分辨率为4096×2160的显示器","1. 使用制作好的U盘启动安装系统
2. 使用高分辨率显示屏幕进行安装","1. 能够正常显示安装过程的所有安装界面，安装完成之后能够正常启动进入系统
2. 安装正常
注意Bug：https://github.com/linuxdeepin/internal-discussion/issues/946","1. 
2.","","2","功能测试","","正常","0","2","2","阻塞","刘文","2019-07-18","刘文","2019-10-08","2","",""
"15017","深度安装器(#12)","/极端情况下交互引导/最大和最小分辨率显示屏(#5324)","","最小分辨率的安装","外接一个分辨率为800×600的显示器","1. 使用制作好的U盘启动安装系统","1. 能够正常显示安装过程的所有安装界面，安装完成之后能够正常启动进入系统","1. 不能安装虚拟机，无法验证","","2","功能测试","","正常","0","3","1","通过","刘文","2019-07-18","刘文","2019-10-08","1","",""
"15015","深度安装器(#12)","/极端情况下交互引导/根分区和boot分区最小大小(#5322)","","系统安装boot分区的最小空间","","1. 安装进入到分区界面，选择分区中的空白分区，点击空白分区右边的“编辑”图标
2. 设置文件系统：Ext4，挂载点：/boot，分区大小设置进度条大小小于500M
3. 设置文件系统：Ext4，挂载点：/，分区大小设置进度条大小大于500M","1. 界面进入新建分区界面
2. 点击新建按钮，返回到高级模式界面，boot分区的大小默认自动设置为500M
3. 点击新建按钮，返回到高级模式界面，boot分区的大小为设置值","1. 
2. 
3.","","2","功能测试","","正常","0","2","3","通过","刘文","2019-07-18","刘文","2019-10-08","1","",""
"15014","深度安装器(#12)","/极端情况下交互引导/根分区和boot分区最小大小(#5322)","","系统安装根分区的最小空间","","1. 安装进入到分区界面，选择分区中的空白分区，点击空白分区右边的“编辑”图标
2. 设置文件系统：Ext4，挂载点：/，分区大小设置进度条大小小于42G
3. 设置文件系统：Ext4，挂载点：/，分区大小设置进度条大小大于42G","1. 界面进入新建分区界面
2. 点击新建按钮后，界面跳转，提示磁盘的空间不足，下一步按钮无法点击
3. 点击新建按钮后，界面跳转，界面没有空间不足的提示信息，下一步按钮可以点击","1. 
2. 
3. 空间值效验不精准","","2","功能测试","","正常","1","3","3","失败","刘文","2019-07-18","刘文","2019-10-08","2","",""
"15005","深度安装器(#12)","/极端情况下交互引导/没有EFI分区(#5323)","","EFI分区的创建","系统为EFI方式启动，磁盘为GPT磁盘且未创建EFI分区的提醒","1. 进入选择安装位置界面，查看界面显示内容
2. 点击‘高级’标签，查看界面显示内容
3. 选择空白分区，新建分区，设置分区文件类型为EFI，设置分区大小小于300M
4. 选择空白分区，新建分区，设置分区文件类型为EFI，设置分区大小大于300M","1. 界面为简单模式，界面内容显示正常
2. 界面显示高级模式，界面内容显示正常，在界面底端显示有‘需要添加一个EFI分区才能继续安装’提示，‘开始安装’按钮灰置，无法点击
3. 点击新建按钮，界面返回到高级模式界面，EFI分区的大小默认设置为300M
4. 点击新建按钮，界面返回到高级模式，EFI分区的大小为设置值","1. 没有EFI
2. 
3. 
4.","","2","功能测试","","正常","0","3","4","通过","刘文","2019-07-18","刘文","2019-10-08","1","",""
"15003","深度安装器(#12)","/极端情况下交互引导/磁盘空间不足(#5320)","","磁盘空间不足提醒","使用虚拟机安装系统时对磁盘空间的提醒","1. 在测试机中安装virtual box虚拟机，安装完成之后，新建一个虚拟机，设置虚拟机硬盘空间为小于8G，其它为默认设置
2. 在新建的虚拟机上面安装deepin系统
3. 点击界面的退出安装按钮","1. 新建虚拟机成功
2. 在新建的虚拟机上启动安装deepin系统时，弹出磁盘空间不足的提示信息
3. 虚拟机直接关机","1. 目前清华同方无法安装虚拟机，没有包
2. 
3.","","2","功能测试","","正常","0","2","3","通过","刘文","2019-07-18","刘文","2019-10-08","1","",""
"14996","深度安装器(#12)","/极端情况下交互引导/虚拟机提示(#5318)","","系统安装环境的提醒","系统对安装环境的检测和提示","1. 在测试机中安装VMware Workstation虚拟机，安装完成之后，新建一个虚拟机，设置虚拟机硬盘空间为15G，其它为默认设置，在新建的虚拟机上安装deepin系统
2. 查看界面内容","1. 新建的虚拟机启动时，第一个页面为‘友情提示’页面
2. 界面内容为：
1.提示标题；
2.提示文字描述；
3.继续安装按钮","1. 目前设备无法安装虚拟机
2.","","2","功能测试","","正常","0","3","2","通过","刘文","2019-07-18","刘文","2019-10-08","1","",""
"14878","深度安装器(#12)","/安装摘要(#5173)","","准备安装继续","","1. 准备安装界面，点击‘继续安装’按钮
2. 系统安装完成之后，重启系统，登陆系统","1. 进入‘新功能’界面，并在后台开始磁盘分区并开始安装系统
2. 能够正常的登陆到新装系统","1. 
2.","","2","功能测试","","正常","0","3","2","通过","刘文","2019-07-18","刘文","2019-10-08","2","",""
"14877","深度安装器(#12)","/安装摘要(#5173)","","准备安装返回","","1. 在准备安装界面，点击‘返回’按钮
2. 返回到设置账户界面后，修改其他设置，如：键盘布局、时区、安装组件等","1. 返回到设置账户界面
2. 可以正常修改其他设置项","1. 
2.","","2","功能测试","","正常","0","3","2","通过","刘文","2019-07-18","刘文","2019-10-08","2","",""
"14876","深度安装器(#12)","/安装摘要(#5173)","","准备安装界面","","1. 安装器账户设置完成后点击下一步，查看界面显示
2. 查看界面显示","1. 会跳转到准备安装界面
2. 界面内容显示如下：
1.标题；
2.提示；
3.分区修改的信息；
4.返回按钮；
5.继续按钮；
分区修改信息包括：根分区位置、添加的分区、分区修改的信息（包括挂载点、文件系统、是否被删除和是否被格式化）","1. 
2.","","2","功能测试","","正常","0","3","2","通过","刘文","2019-07-18","刘文","2019-10-08","2","",""
